sentiment,review
1, Justin and the Best Biscuits in the WorldEF: I really
0, great music
0, Not for those just starting ms sql server or ms in general: I was presented this book and told 'learn how to set up sql server'. Not from this. Aside from grammatical problems that make it hard to read
1, Strange and wonderful: Another great postmodern version of a Renaissance play by director Alex Cox. THE REVENGER'S TRAGEDY is comparable to Julie Taymor's TITUS (Shakespeare's Titus Andronicus) or Derek Jarman's EDWARD II (the Marlowe play). The dialogue is based on the original language of Thomas Middleton's play
0," Ideal for the Web developer new to the Microsoft tool set...: After reading ""Professional Active Server Pages"" and ""Active Visual Basic 5.0"""
1, Baking Book That Takes The Cake!!!: This book is full of wonderful recipes that just prove that Maida Heatter is the expert on baking. I started off with the Zucchini bread
0, Magical shrinking leggings: These leggings were great out of the package. They fit perfectly and were very soft. However
0, Big Fail: These leggings sit low on the waist
0, Shrunk and See Through: These leggings shrink even when following garment care instructions.For this money the fabric should be of much better quality
1, Works for Me!: I've had these leggings for about 2 months now. I wash on gentle and hang dry (like I do all these types of things as it makes them last so much longer). They do sit a little below the waist
1, Egg shaper: Bought this for my husband. I had a metal one but the eggs stuck to it. This one I thought it would melt but it doesn't and the eggs don't stick either. It's easy to clean. This one is a keeper.
1, WE WERE SOLDIERS: Sorry some people have been disappointed that this is not the soundtrack. But...the music is a perfect tribute to the film and the men portrayed there. I am a veteran and a close friend of Joe Galloway
0," Misleading: This ""soundtrack"" should have been titled ""Music inspired by We were Soldiers"" or something to that tune. If you want the actual score/ soundtrack of this film"
0, Excellent movie but very poor soundtrack album: The movie is one of the best Vietnam era movies I have seen but this soundtrack had only 2 songs on it that I recalled being in the movie. I wish I had saved my money and stuck with the movie instead of paying also for the soundtrack.
1, I LOVE this book!: I initially got Kathryn Marsden's little book on Food Combining which is a great beginner (explainer). This one goes into much more detail but still keeps everything so simple. Once you learn the premise
1, A real gem: Just as good as 'Silk Roads'
1," This album is a ""OASIS"" for kitaro-fans !: When I first came over this album for many years ago"
1, brilliance.: crimes is absolutely the best album of the year
1, SCAN DISK SANSA MP3 PLAYER: THE ITEM BECAME DEFECTIVE AND AMAZON REPLACED THE ITEM WITH NO COST TO ME
0, The dreaded STP error: It's amazing to me that there could be an MP3 player that allows one to corrupt it by simply uploading slightly more data that it shows. That's what happened. Pathetic. Playng volume is weak
0, anything but an ipod: i got this b/c i was desperate for an ipod alternative
1, Great Value: I bought 2 of these for my daughters
0, OK if you ignore the FM abilities: I bought this player mainly for its FM recording abilities. I have an Ipod that i use for most everything in my library. So for under $100 i thought this would be great for what i needed. I was wrong. When the backlight turns off the sound on the FM is drown out by an annoying hum. This also travels over to recording. You can leave the backlight on all the time
0, I was very unhappy: What can I say. I purchased not once but twice and not because I liked it. I first bought it about a month ago and was really happy with it and all of its features. However
1, Excellent tutorial to Python language.: Learning Python fills the gap for a printed introduction to the Python language. The layout is natural and methodical. Although I had picked up a good deal of the material beforehand from the online documentation and trial and error use of Python
1, still a good read: Having read this book a couple of years ago
0, The Above Reviews are Phoney: It's some writer working under a pseudonym
1, Rodan you bet: Rodan is a complete story. It includes people elements and the state of the arts special effects for the times. I have been looking for a clear copy of this film and this is it.
0, You've got to be kidding!!!!!!!!!!!!: This has to be the all time worst sci-fi flick since the mesozoic era. Poor acting. Poor directing. Poor scenery and effects...
